Accident_ID,Date,Location,Severity,Weather,Road_Condition,Vehicle_Count,Casualties
1166,2023-07-30,Port Eric,Major,Stormy,Dry,5,8
1167,2023-07-23,North Sarah,Minor,Rainy,Wet,4,8
1168,2024-05-03,Anthonyberg,Fatal,Snowy,Wet,4,3
1169,2025-04-06,Myerston,Severe,Clear,Wet,1,9
1170,2024-10-30,West Gregory,Fatal,Stormy,Wet,3,2
1171,2023-03-28,East Danielle,Severe,Foggy,Oil Spill,1,10
1172,2023-02-21,Jonathanmouth,Severe,Foggy,Icy,4,9
1173,2025-02-01,Dennisview,Minor,Rainy,Dry,4,6
1174,2023-07-14,Burgessmouth,Fatal,Foggy,Dry,5,3
1175,2022-08-01,Carlafurt,Fatal,Stormy,Icy,5,1
1176,2023-03-17,Michellehaven,Major,Foggy,Icy,4,9
1177,2024-09-05,Meganshire,Severe,Foggy,Dry,4,10
1178,2024-11-02,Christopherburgh,Fatal,Snowy,Icy,4,2
1179,2022-10-10,Thomasport,Severe,Rainy,Wet,5,10
1180,2023-10-28,Adamsport,Major,Rainy,Oil Spill,5,1
1181,2024-07-15,Royberg,Major,Clear,Snowy,1,4
1182,2023-09-04,East Robert,Fatal,Snowy,Dry,1,6
1183,2024-11-19,Lake Clifford,Minor,Stormy,Icy,3,5
1184,2022-08-01,Justinmouth,Major,Snowy,Oil Spill,2,0
1185,2022-07-13,Maryport,Minor,Foggy,Oil Spill,1,7
1186,2023-12-02,Williamsberg,Fatal,Stormy,Icy,3,7
1187,2025-06-13,Lake Mary,Major,Stormy,Snowy,5,1
1188,2023-06-27,Holmeshaven,Severe,Foggy,Icy,3,10
1189,2023-06-04,Port Frederick,Severe,Snowy,Dry,3,5
1190,2025-04-24,North Keith,Major,Snowy,Icy,2,10
1191,2023-09-01,Christianside,Fatal,Clear,Dry,5,10
1192,2022-09-11,Josephborough,Fatal,Foggy,Wet,2,4
1193,2023-05-08,Mooremouth,Fatal,Foggy,Snowy,2,1
1194,2023-03-31,Toddview,Fatal,Snowy,Dry,4,3
1195,2024-09-16,Millerchester,Severe,Clear,Dry,5,1
1196,2023-07-30,Melissafurt,Minor,Stormy,Icy,1,8
1197,2023-05-02,South Robert,Major,Foggy,Oil Spill,3,9
1198,2024-01-21,Lake Linda,Major,Clear,Oil Spill,5,4
1199,2024-07-27,Santiagofort,Severe,Clear,Icy,3,9
1200,2022-12-20,Lake Wayne,Major,Foggy,Wet,1,2
1201,2024-10-21,North Brandi,Major,Snowy,Icy,1,10
1202,2023-05-09,Tinahaven,Minor,Snowy,Icy,5,2
1203,2024-03-28,Lake Mitchelltown,Minor,Foggy,Wet,1,8
1204,2023-06-15,Angelahaven,Severe,Foggy,Icy,2,8
1205,2024-01-21,Port Sarah,Major,Clear,Dry,2,1
1206,2023-03-27,North Joshuachester,Fatal,Foggy,Dry,1,6
1207,2024-07-09,Lake Johnnyton,Major,Stormy,Snowy,2,4
1208,2022-11-06,Hendersonside,Minor,Foggy,Icy,5,6
1209,2023-06-27,Shermanstad,Minor,Stormy,Snowy,2,9
1210,2023-07-19,Lake Philipton,Severe,Snowy,Icy,3,6
1211,2024-11-22,Anthonytown,Severe,Stormy,Wet,4,4
1212,2024-06-12,Terryville,Major,Clear,Snowy,4,0
1213,2024-04-07,East Jacob,Fatal,Clear,Icy,5,3
1214,2024-06-01,Lake Christina,Fatal,Snowy,Icy,2,7
1215,2023-05-14,Lake Alyssafort,Major,Clear,Snowy,3,1
1216,2023-09-20,East Larry,Fatal,Rainy,Oil Spill,3,8
1217,2023-02-15,Lake Sarahville,Minor,Snowy,Oil Spill,1,7
1218,2024-05-03,South Victor,Fatal,Snowy,Oil Spill,5,4
1219,2023-08-13,Valenzuelaborough,Major,Snowy,Wet,4,5
1220,2023-02-16,West Jacobtown,Fatal,Foggy,Oil Spill,5,8
1221,2024-12-05,East Nicoleport,Severe,Rainy,Dry,3,3
1222,2025-05-18,Port Lauren,Severe,Stormy,Dry,3,5
1223,2024-11-27,Hernandezton,Severe,Clear,Oil Spill,4,4
1224,2023-08-09,Ethanville,Minor,Rainy,Oil Spill,4,8
1225,2023-08-17,Williamsview,Fatal,Snowy,Oil Spill,1,3
1226,2025-03-02,East Molly,Fatal,Stormy,Oil Spill,1,5
1227,2022-08-07,East Michael,Fatal,Foggy,Oil Spill,5,4
1228,2023-06-03,North Dannytown,Minor,Clear,Snowy,1,4
1229,2023-11-08,Gillchester,Major,Clear,Icy,3,3
1230,2025-02-15,West Kyleberg,Severe,Rainy,Dry,5,10
1231,2024-07-07,Williamsside,Fatal,Snowy,Snowy,3,10
1232,2025-02-02,Lake Lisa,Minor,Snowy,Wet,5,1
1233,2025-01-09,Parkerside,Minor,Snowy,Icy,2,7
1234,2025-05-20,Millerhaven,Minor,Stormy,Oil Spill,3,8
1235,2022-08-18,Port William,Major,Foggy,Icy,1,7
1236,2023-08-10,New Ericaville,Minor,Foggy,Wet,1,4
1237,2024-03-29,East Rebecca,Major,Snowy,Dry,3,7
1238,2022-08-30,East Mark,Major,Rainy,Icy,3,7
1239,2025-03-05,Grimesfurt,Fatal,Clear,Oil Spill,5,4
1240,2023-07-25,New Nicholasview,Fatal,Clear,Dry,1,3
1241,2025-02-05,Lake Edward,Minor,Clear,Icy,2,4
1242,2024-10-07,Jonesborough,Minor,Foggy,Wet,4,9
1243,2025-06-17,Johnberg,Minor,Snowy,Icy,3,10
1244,2024-06-24,West Frankfort,Fatal,Clear,Wet,4,10
1245,2024-04-29,East Barbara,Major,Stormy,Icy,2,1
1246,2023-09-30,New Chris,Severe,Stormy,Oil Spill,3,8
1247,2023-11-03,East Davidside,Severe,Clear,Icy,5,2
1248,2024-12-14,South Matthewfort,Fatal,Snowy,Wet,5,8
1249,2022-09-04,New Amanda,Minor,Rainy,Dry,1,2
1250,2023-01-22,Dennismouth,Major,Snowy,Dry,2,9
1251,2022-10-18,North Madelineport,Severe,Snowy,Wet,4,4
1252,2024-11-22,South Cherylfurt,Fatal,Foggy,Snowy,3,2
1253,2024-06-20,Port Kelseystad,Fatal,Stormy,Snowy,5,6
1254,2025-05-31,Billyland,Minor,Foggy,Dry,2,1
1255,2024-05-25,Singhberg,Fatal,Foggy,Oil Spill,5,7
1256,2023-07-29,Millerland,Major,Snowy,Oil Spill,4,8
1257,2023-09-12,Bonniebury,Severe,Stormy,Dry,1,6
1258,2023-09-25,Aliciachester,Major,Stormy,Snowy,4,1
1259,2024-10-13,Sandrachester,Major,Clear,Wet,1,1
1260,2023-12-30,West Cynthia,Minor,Foggy,Dry,5,8
1261,2024-08-02,North Joseph,Minor,Foggy,Wet,4,9
1262,2023-01-17,Lake Jasmine,Severe,Rainy,Wet,1,10
1263,2025-06-08,Morenomouth,Fatal,Clear,Icy,3,5
1264,2023-04-02,Lake Heather,Severe,Snowy,Snowy,1,4
1265,2025-01-10,South Michelle,Minor,Foggy,Icy,3,6
1266,2025-01-05,Andrewtown,Severe,Foggy,Icy,5,3
1267,2025-03-28,East Davidview,Minor,Foggy,Icy,4,2
1268,2024-08-30,South Sandraside,Fatal,Foggy,Icy,1,7
1269,2023-07-10,North Hailey,Minor,Foggy,Dry,1,4
1270,2023-08-30,Harmonland,Minor,Snowy,Wet,5,0
1271,2022-07-23,Jeanettemouth,Severe,Clear,Oil Spill,3,0
1272,2023-07-20,Jasonside,Major,Foggy,Wet,1,6
1273,2024-03-07,East Jordan,Fatal,Rainy,Oil Spill,1,5
1274,2024-02-29,Nicholsmouth,Minor,Clear,Oil Spill,1,9
1275,2022-07-28,Emilymouth,Severe,Foggy,Wet,5,8
1276,2022-08-26,South Johnchester,Major,Stormy,Wet,3,3
1277,2025-05-22,Markberg,Fatal,Clear,Dry,4,10
1278,2024-12-25,Laurenshire,Fatal,Clear,Dry,5,1
1279,2023-09-10,Jillland,Fatal,Snowy,Oil Spill,4,0
1280,2024-03-15,West Patrickfurt,Minor,Snowy,Snowy,1,6
1281,2023-02-04,New Julia,Severe,Stormy,Oil Spill,3,0
1282,2024-05-04,South Jack,Fatal,Clear,Wet,3,2
1283,2023-07-01,Lake Thomasmouth,Severe,Stormy,Snowy,2,8
1284,2023-04-18,Molinaland,Major,Stormy,Dry,4,6
1285,2025-04-12,Lake David,Fatal,Stormy,Oil Spill,5,8
1286,2024-04-01,Jamesborough,Major,Rainy,Snowy,2,3
1287,2025-05-01,Thomasshire,Minor,Stormy,Icy,5,7
1288,2023-06-18,Tammiestad,Minor,Rainy,Oil Spill,1,7
1289,2023-05-04,Lake Susan,Severe,Snowy,Dry,4,8
1290,2023-06-06,Mendozahaven,Minor,Stormy,Snowy,4,0
1291,2023-11-11,Brittanymouth,Minor,Clear,Snowy,1,7
1292,2022-08-04,South Kristenmouth,Major,Rainy,Dry,4,3
1293,2023-12-09,East Carlos,Severe,Snowy,Dry,5,1
1294,2024-06-10,Ashleybury,Minor,Stormy,Icy,3,3
1295,2023-12-22,West Shawnfurt,Severe,Snowy,Oil Spill,1,0
1296,2025-01-12,Port Patricia,Major,Rainy,Dry,2,8
1297,2024-05-13,West Craig,Minor,Rainy,Icy,5,2
1298,2022-11-27,East Rebecca,Major,Clear,Dry,2,8
1299,2024-08-21,Kelseyburgh,Severe,Clear,Icy,2,8
1300,2023-11-30,Shannonmouth,Severe,Rainy,Dry,5,8
1301,2023-03-13,New Zachary,Fatal,Clear,Icy,5,4
1302,2023-05-30,Port Laurenport,Major,Rainy,Dry,3,8
1303,2025-01-09,Richardton,Minor,Foggy,Wet,4,5
1304,2024-01-10,Sandramouth,Major,Rainy,Wet,3,1
1305,2023-09-21,Harrisborough,Minor,Snowy,Oil Spill,4,3
1306,2023-07-01,New Mitchellhaven,Severe,Rainy,Wet,1,5
1307,2024-05-15,Nealport,Minor,Clear,Dry,2,5
1308,2022-12-08,Martinchester,Fatal,Stormy,Icy,1,1
1309,2023-08-24,Lake Shirleymouth,Major,Stormy,Snowy,4,2
1310,2024-08-07,Hallstad,Major,Stormy,Oil Spill,2,6
1311,2023-01-09,Port Sophia,Severe,Rainy,Snowy,3,4
1312,2024-01-21,South Rachael,Severe,Stormy,Icy,3,3
1313,2025-05-27,East Cynthiafort,Fatal,Stormy,Snowy,3,7
1314,2024-03-16,Port Stephenbury,Major,Stormy,Snowy,2,7
1315,2023-11-07,Petersside,Minor,Foggy,Dry,3,6
1316,2023-03-25,Port Debbie,Major,Foggy,Icy,3,1
1317,2024-06-01,Ryanhaven,Minor,Stormy,Wet,3,2
1318,2023-03-11,Hendrixhaven,Severe,Clear,Icy,1,8
1319,2022-10-18,Hodgesstad,Fatal,Clear,Wet,1,3
1320,2025-06-03,Port Robinfort,Fatal,Snowy,Snowy,3,0
1321,2024-10-20,Jessicaport,Minor,Rainy,Dry,4,9
1322,2022-12-24,Lake Amyhaven,Minor,Foggy,Oil Spill,3,9
1323,2024-08-31,North Gregory,Major,Foggy,Icy,4,1
1324,2025-03-10,Ashleyville,Severe,Foggy,Snowy,3,3
1325,2023-12-22,Michaelport,Severe,Snowy,Oil Spill,2,3
1326,2023-12-30,Marilynshire,Fatal,Stormy,Oil Spill,3,6
1327,2025-01-14,North Rebecca,Minor,Clear,Wet,3,2
1328,2022-10-20,Chelseaville,Major,Foggy,Snowy,3,4
1329,2024-01-31,Lake Ellenland,Fatal,Foggy,Icy,4,0
1330,2023-12-09,Lake Joshua,Minor,Stormy,Wet,3,10
1331,2024-08-02,Fitzpatrickfort,Major,Foggy,Dry,5,8
1332,2023-12-07,Judyville,Severe,Stormy,Icy,2,8
1333,2023-09-25,Susanview,Minor,Rainy,Wet,2,9
1334,2024-06-18,Melanieton,Severe,Snowy,Dry,1,6
1335,2023-09-10,Dominiquebury,Major,Rainy,Oil Spill,2,1
1336,2023-08-03,Lake Michaeltown,Severe,Clear,Wet,1,7
1337,2024-12-30,Barneshaven,Fatal,Clear,Snowy,3,10
1338,2023-12-25,Emilyberg,Severe,Snowy,Snowy,1,5
1339,2025-01-16,New Jessicaview,Major,Foggy,Wet,5,5
1340,2022-07-18,East Latashaland,Major,Clear,Wet,1,2
1341,2024-04-27,North Melissa,Minor,Stormy,Wet,3,3
1342,2024-10-31,Rubenmouth,Severe,Clear,Wet,5,4
1343,2022-09-20,Austintown,Minor,Foggy,Dry,3,8
1344,2024-11-24,New Dana,Minor,Foggy,Oil Spill,5,0
1345,2023-08-30,Port Markville,Minor,Snowy,Dry,3,4
1346,2024-08-04,Bradleyton,Severe,Rainy,Icy,3,7
1347,2024-08-11,Adrianhaven,Major,Snowy,Dry,5,3
1348,2025-02-03,East Brandon,Fatal,Snowy,Wet,4,2
1349,2022-06-21,Lake Ryanberg,Severe,Stormy,Wet,4,2
1350,2023-05-10,Lake Alecfurt,Major,Clear,Oil Spill,2,7
1351,2023-12-22,East Briannafort,Minor,Clear,Icy,2,8
1352,2023-12-05,South Crystal,Fatal,Foggy,Dry,3,10
1353,2024-08-28,West Daniel,Minor,Rainy,Oil Spill,3,4
1354,2025-03-03,Taylorberg,Minor,Clear,Dry,5,5
1355,2022-11-20,Isaacton,Minor,Rainy,Wet,4,0
1356,2024-01-25,East Davidbury,Major,Snowy,Wet,1,3
1357,2023-06-04,East Karenbury,Fatal,Snowy,Oil Spill,3,4
1358,2023-12-02,Port Amystad,Major,Stormy,Oil Spill,2,6
1359,2023-06-14,North William,Minor,Clear,Wet,3,4
1360,2023-04-06,North Chad,Minor,Snowy,Oil Spill,1,2
1361,2024-09-28,East Kennethfurt,Fatal,Foggy,Wet,2,2
1362,2023-02-02,Owensberg,Minor,Snowy,Icy,1,3
1363,2023-12-24,Dunnberg,Minor,Clear,Icy,2,5
1364,2022-08-21,Sandersfort,Minor,Foggy,Wet,5,1
1365,2023-05-15,Vincenttown,Minor,Foggy,Snowy,3,1
1366,2024-09-12,Port Shelley,Fatal,Foggy,Dry,4,2
1367,2025-04-06,New Ashley,Minor,Rainy,Wet,2,7
1368,2024-04-09,West Andrewmouth,Fatal,Snowy,Wet,2,6
1369,2022-08-06,Johnsonshire,Fatal,Foggy,Icy,3,3
1370,2024-06-15,Colemanstad,Major,Foggy,Icy,4,0
1371,2022-09-25,Lake Monica,Minor,Rainy,Icy,1,7
1372,2024-07-22,North Laura,Major,Clear,Snowy,1,0
1373,2024-11-25,North William,Severe,Stormy,Wet,1,0
1374,2022-12-31,South Jade,Severe,Foggy,Oil Spill,2,1
1375,2022-09-15,Port Karitown,Major,Snowy,Icy,1,4
1376,2023-09-10,Kennethmouth,Minor,Stormy,Wet,1,10
1377,2022-10-14,Port Sarah,Minor,Rainy,Wet,1,0
1378,2022-11-04,Chadport,Major,Snowy,Dry,1,10
1379,2022-09-24,Port Jennifer,Minor,Clear,Wet,1,8
1380,2024-11-02,Hartmanmouth,Major,Clear,Wet,3,7
1381,2024-01-25,Singletonview,Major,Foggy,Oil Spill,1,9
1382,2025-04-07,North Johnmouth,Fatal,Rainy,Snowy,5,10
1383,2022-10-08,Parkchester,Severe,Rainy,Dry,4,9
1384,2024-02-04,South Sarah,Minor,Rainy,Icy,4,4
1385,2022-10-03,South Cherylberg,Major,Foggy,Icy,3,7
1386,2024-03-30,Wilsonfurt,Severe,Stormy,Snowy,3,10
1387,2024-01-12,New Linda,Severe,Rainy,Icy,4,4
1388,2022-10-15,Lake Sethmouth,Minor,Snowy,Snowy,2,10
1389,2025-04-30,Port Nicolefurt,Severe,Stormy,Icy,3,1
1390,2022-07-31,West Victoriashire,Minor,Rainy,Snowy,2,4
1391,2025-03-08,West Laurahaven,Fatal,Stormy,Icy,1,2
1392,2024-06-26,Williamhaven,Fatal,Stormy,Dry,1,6
1393,2024-01-14,North Stacystad,Minor,Rainy,Wet,4,2
1394,2023-07-31,Michaelshire,Minor,Foggy,Oil Spill,4,2
1395,2023-07-16,North Kylemouth,Minor,Rainy,Icy,5,3
1396,2023-09-17,Valenzuelabury,Severe,Snowy,Icy,3,5
1397,2023-03-03,South Matthewview,Fatal,Stormy,Oil Spill,5,1
1398,2025-06-10,South Marcmouth,Severe,Rainy,Snowy,4,8
1399,2024-06-23,Lake Marytown,Fatal,Snowy,Dry,4,5
1400,2024-07-15,Flynnburgh,Major,Rainy,Snowy,4,2
1401,2024-10-12,Port Katrinaborough,Fatal,Stormy,Wet,2,9
1402,2023-12-21,Josephburgh,Severe,Snowy,Icy,5,1
1403,2023-09-18,Holmesfurt,Fatal,Rainy,Oil Spill,5,5
1404,2025-02-16,Laurachester,Fatal,Clear,Dry,5,7
1405,2024-05-21,South Adrianton,Minor,Clear,Dry,1,9
1406,2025-05-07,New Wesley,Fatal,Clear,Icy,4,10
1407,2023-12-05,Erinberg,Minor,Foggy,Dry,2,1
1408,2025-03-12,North Phillip,Severe,Rainy,Icy,5,1
1409,2024-05-04,Johnsontown,Major,Stormy,Icy,5,2
1410,2024-01-05,Morganmouth,Major,Stormy,Icy,2,4
1411,2024-11-01,Port Anthony,Severe,Rainy,Oil Spill,4,3
1412,2024-01-04,North Juan,Minor,Foggy,Dry,2,10
1413,2024-09-21,West James,Severe,Rainy,Wet,1,10
1414,2023-07-27,Bakermouth,Fatal,Stormy,Icy,3,7
1415,2023-09-18,Crystalview,Fatal,Rainy,Icy,5,10
1416,2024-10-30,Lake Monique,Fatal,Rainy,Icy,3,10
1417,2024-02-21,Davidview,Severe,Stormy,Oil Spill,3,2
1418,2024-05-23,East Jody,Minor,Clear,Dry,5,8
1419,2024-10-19,Robertmouth,Fatal,Rainy,Snowy,5,3
1420,2024-06-03,West Scott,Severe,Rainy,Wet,4,2
1421,2023-09-01,Josephshire,Minor,Rainy,Wet,3,1
1422,2025-05-10,East Robertborough,Minor,Rainy,Oil Spill,1,9
1423,2025-05-20,Adamschester,Minor,Snowy,Icy,2,7
1424,2025-02-10,Port Pennyfurt,Severe,Clear,Wet,4,0
1425,2024-05-25,West Michaelhaven,Minor,Snowy,Wet,3,8
1426,2023-08-22,New Jillville,Fatal,Stormy,Snowy,5,1
1427,2023-04-03,Julieborough,Fatal,Clear,Snowy,5,4
1428,2025-03-23,Port Angela,Major,Clear,Wet,4,3
1429,2022-07-25,Justinberg,Severe,Snowy,Icy,1,1
1430,2024-11-25,East Ronnieside,Fatal,Snowy,Dry,2,6
1431,2023-08-12,Gordonmouth,Fatal,Clear,Oil Spill,4,3
1432,2022-07-09,Harperborough,Fatal,Stormy,Dry,1,2
1433,2025-01-09,Brooksberg,Major,Rainy,Icy,2,0
1434,2025-01-26,Port Adam,Minor,Snowy,Oil Spill,3,10
1435,2023-10-07,Ericfurt,Fatal,Snowy,Wet,2,8
1436,2023-05-15,West Laurenside,Minor,Rainy,Wet,4,5
1437,2024-02-16,Patriciahaven,Fatal,Foggy,Dry,1,8
1438,2022-07-30,Lake Stephen,Minor,Snowy,Wet,5,10
1439,2023-09-21,Port John,Minor,Stormy,Wet,3,7
1440,2023-11-02,West Billy,Major,Foggy,Dry,4,4
1441,2023-07-21,Richport,Fatal,Stormy,Icy,3,10
1442,2024-11-17,Susanview,Major,Clear,Icy,4,5
1443,2024-07-20,East Susan,Severe,Stormy,Oil Spill,4,2
1444,2023-08-20,Kristytown,Fatal,Foggy,Dry,1,0
1445,2024-05-28,East Judybury,Major,Clear,Wet,1,4
1446,2022-12-24,Meyermouth,Minor,Stormy,Dry,5,3
1447,2023-06-22,Port Carla,Major,Snowy,Snowy,5,8
1448,2025-01-29,East Philipbury,Fatal,Snowy,Wet,1,5
1449,2022-08-23,Nelsonstad,Minor,Stormy,Snowy,4,5
1450,2023-12-12,North Pamela,Severe,Foggy,Icy,5,9
1451,2025-05-06,Port Michaelmouth,Fatal,Rainy,Wet,5,5
1452,2023-01-08,Smithhaven,Severe,Snowy,Icy,3,1
1453,2025-01-08,Timothyberg,Major,Stormy,Icy,5,10
1454,2023-01-25,Joshuafurt,Major,Stormy,Wet,1,2
1455,2025-05-03,Mariaview,Minor,Foggy,Dry,4,5
1456,2024-12-31,Kennethstad,Major,Foggy,Icy,5,10
1457,2025-05-13,New Audrey,Minor,Rainy,Snowy,4,5
1458,2023-09-01,East John,Major,Snowy,Dry,1,0
1459,2023-11-20,Lake Christinefurt,Fatal,Stormy,Snowy,2,0
1460,2023-06-04,Wrightchester,Fatal,Rainy,Wet,2,8
1461,2022-10-15,South Maryberg,Severe,Clear,Wet,3,4
1462,2024-12-03,South Michaelside,Fatal,Stormy,Oil Spill,2,7
1463,2022-09-19,Tanyaland,Minor,Clear,Oil Spill,1,4
1464,2023-05-21,Murphyhaven,Fatal,Foggy,Oil Spill,3,2
1465,2024-03-31,Molinaton,Severe,Snowy,Snowy,1,4
1466,2023-02-04,Dayside,Fatal,Rainy,Wet,4,8
1467,2022-12-05,South Christianville,Severe,Rainy,Wet,1,1
1468,2025-03-22,New Mary,Fatal,Snowy,Wet,1,5
1469,2022-09-30,Richardsmouth,Fatal,Rainy,Dry,1,3
1470,2025-01-05,Lindseyton,Minor,Snowy,Wet,3,2
1471,2023-12-29,Jamesmouth,Fatal,Snowy,Wet,1,9
1472,2023-06-04,Garciaburgh,Major,Stormy,Snowy,4,10
1473,2023-12-20,Vickiside,Fatal,Clear,Oil Spill,1,4
1474,2023-12-20,Clarkmouth,Severe,Foggy,Dry,4,7
1475,2022-12-27,Annborough,Minor,Stormy,Oil Spill,5,2
1476,2023-10-28,Mathewshaven,Minor,Foggy,Icy,3,0
1477,2024-04-02,Heatherland,Minor,Stormy,Snowy,2,0
1478,2025-03-02,Port Charlesshire,Fatal,Stormy,Oil Spill,4,3
1479,2024-03-30,East Ericton,Major,Stormy,Dry,5,3
1480,2022-11-13,Christopherville,Major,Foggy,Snowy,4,4
1481,2024-07-28,Port Bethanyfort,Fatal,Rainy,Wet,1,4
1482,2022-12-28,East Jackie,Fatal,Clear,Wet,5,1
1483,2025-03-04,West Briana,Severe,Rainy,Icy,2,7
1484,2024-03-12,Michelehaven,Fatal,Snowy,Wet,4,0
1485,2022-06-28,New Carriehaven,Major,Clear,Wet,2,9
1486,2023-08-03,Amandaborough,Fatal,Stormy,Wet,3,2
1487,2023-01-27,Karenshire,Fatal,Clear,Dry,3,9
1488,2024-01-16,East Melinda,Minor,Stormy,Oil Spill,3,10
1489,2023-07-29,Port Andrewside,Minor,Snowy,Oil Spill,4,9
1490,2023-03-27,West Faithfort,Minor,Stormy,Oil Spill,4,6
1491,2024-04-07,Lake Kevinport,Severe,Stormy,Wet,1,0
1492,2023-12-22,New Michele,Fatal,Stormy,Icy,3,4
1493,2024-12-25,Mauriceborough,Minor,Snowy,Oil Spill,3,0
1494,2023-07-15,Rodneyland,Major,Clear,Oil Spill,3,5
1495,2024-03-26,West Danielton,Minor,Foggy,Icy,5,1
1496,2023-04-10,Brooksborough,Minor,Stormy,Icy,2,7
1497,2024-02-09,Lake Brookeside,Major,Stormy,Wet,3,2
1498,2024-11-17,Port Mathew,Minor,Snowy,Dry,3,9
1499,2024-09-11,North Patricia,Major,Foggy,Dry,4,9
1500,2024-02-29,West Aaron,Minor,Clear,Oil Spill,5,6
1501,2024-03-21,Johnfurt,Major,Snowy,Icy,4,10
1502,2024-08-11,East Leslieview,Fatal,Stormy,Dry,2,1
1503,2023-04-30,Reginashire,Major,Stormy,Wet,1,9
1504,2024-10-31,Spearsmouth,Severe,Stormy,Dry,1,7
1505,2022-08-29,Danielview,Minor,Rainy,Wet,4,2
1506,2022-10-28,East Marcus,Major,Clear,Dry,1,5
1507,2025-01-01,Justinburgh,Severe,Stormy,Dry,5,0
1508,2023-02-11,East Jonathanshire,Fatal,Snowy,Oil Spill,3,4
1509,2023-09-14,New Julie,Major,Snowy,Snowy,3,9
1510,2024-06-28,Paigefort,Fatal,Clear,Wet,4,10
1511,2024-09-30,Robertchester,Minor,Clear,Snowy,5,10
1512,2025-02-22,North Sueton,Fatal,Clear,Oil Spill,2,4
1513,2023-06-30,New Janetshire,Minor,Rainy,Wet,1,4
1514,2023-09-30,Port Andrealand,Major,Clear,Snowy,5,1
1515,2023-07-14,Perezmouth,Fatal,Snowy,Dry,4,4
1516,2025-06-17,New Kimberlytown,Major,Snowy,Snowy,5,9
1517,2024-11-12,West Andrewhaven,Minor,Stormy,Snowy,5,2
1518,2023-06-19,New Fernandoborough,Fatal,Clear,Snowy,3,1
1519,2025-06-10,Georgeview,Severe,Clear,Dry,5,6
1520,2023-03-31,Reynoldsfort,Minor,Foggy,Oil Spill,2,10
1521,2024-01-22,Youngburgh,Fatal,Stormy,Wet,4,9
1522,2024-06-29,New Nathaniel,Minor,Foggy,Wet,3,5
1523,2025-01-19,Scottfort,Severe,Snowy,Snowy,4,8
1524,2024-05-19,Brentfort,Minor,Snowy,Dry,5,3
1525,2023-03-02,Katherinechester,Severe,Stormy,Icy,3,7
1526,2023-12-17,Destinyville,Major,Foggy,Wet,3,7
1527,2024-10-15,Mooreville,Minor,Snowy,Icy,5,2
1528,2024-08-23,North Paul,Minor,Stormy,Oil Spill,3,10
1529,2022-06-29,Lake Crystalhaven,Minor,Snowy,Dry,2,4
1530,2023-08-13,East Chasebury,Fatal,Clear,Wet,5,1
1531,2024-12-06,Danielburgh,Minor,Foggy,Snowy,3,10
1532,2024-05-01,Tuckerbury,Major,Stormy,Wet,1,9
1533,2025-01-04,Amytown,Fatal,Foggy,Wet,3,5
1534,2023-10-09,Torresfort,Severe,Foggy,Wet,2,5
1535,2024-02-18,Ashleyfort,Minor,Foggy,Wet,3,4
1536,2023-10-09,Nancychester,Fatal,Clear,Wet,2,7
1537,2023-10-15,South Eric,Major,Foggy,Oil Spill,5,3
1538,2024-01-31,Mariachester,Major,Foggy,Icy,5,8
1539,2023-10-18,Chapmanberg,Fatal,Rainy,Icy,2,10
1540,2023-09-11,South Devin,Minor,Rainy,Icy,4,2
1541,2024-05-04,Hoffmanside,Minor,Clear,Dry,2,3
1542,2025-03-07,East Michael,Minor,Foggy,Wet,5,1
1543,2023-06-22,Lake Dianeton,Minor,Foggy,Icy,1,5
1544,2024-12-25,Michaelborough,Minor,Stormy,Icy,4,4
1545,2023-01-26,West Briana,Fatal,Snowy,Dry,4,4
1546,2025-04-25,Jasontown,Major,Rainy,Icy,1,3
1547,2023-09-16,Thomasborough,Fatal,Rainy,Snowy,4,4
1548,2022-07-10,Gonzalestown,Severe,Rainy,Snowy,3,8
1549,2024-02-08,Stonechester,Minor,Foggy,Wet,1,8
1550,2024-06-09,East Perryton,Major,Foggy,Icy,5,9
1551,2022-06-28,West Lisaville,Major,Rainy,Dry,2,8
1552,2022-10-24,Nelsonville,Major,Clear,Oil Spill,3,6
1553,2022-10-20,Christopherview,Major,Clear,Oil Spill,3,3
1554,2025-05-10,Robinsonville,Fatal,Clear,Dry,2,2
1555,2023-12-21,Henryfurt,Fatal,Rainy,Icy,4,9
1556,2022-09-07,Weberberg,Fatal,Stormy,Wet,4,7
1557,2022-10-31,Sharonberg,Fatal,Foggy,Wet,2,7
1558,2024-05-24,South Timothyton,Major,Foggy,Oil Spill,1,10
1559,2024-01-27,Danielleshire,Minor,Clear,Icy,5,2
1560,2022-08-30,Hunterstad,Major,Stormy,Dry,1,4
1561,2024-05-03,Lindseyshire,Major,Stormy,Dry,3,1
1562,2024-05-24,Spencerbury,Severe,Clear,Oil Spill,2,1
1563,2022-11-17,Lake Joan,Minor,Foggy,Snowy,2,8
1564,2023-09-20,Lake Deborahborough,Minor,Rainy,Oil Spill,4,4
1565,2022-06-27,East Larryhaven,Severe,Snowy,Dry,4,10
1566,2023-03-08,New Lauraville,Severe,Clear,Oil Spill,4,10
1567,2024-04-01,Lake Jessica,Severe,Foggy,Wet,2,8
1568,2024-02-09,Amandaberg,Severe,Clear,Snowy,2,9
1569,2022-10-15,Jeremyfurt,Severe,Rainy,Wet,5,3
1570,2022-07-29,Brianbury,Fatal,Snowy,Icy,1,5
